Observation Time,Temperature,RH,WS,WD,AP,Station,year,month,day,hour,day_of_year
2012-01-28 12:00:00.000000000,-0.33,34.24,4.51,155.95,982.0,Bharati,2012,1,28,12,28
2012-01-28 13:09:00.129128960,-0.44,38.07,4.19,149.7,982.02,Bharati,2012,1,28,13,28
2012-01-28 14:18:00.258258432,0.02,40.88,4.06,149.46,981.18,Bharati,2012,1,28,14,28
2012-01-28 15:27:00.387387392,-0.15,43.44,2.95,118.61,980.6,Bharati,2012,1,28,15,28
2012-01-28 16:36:00.516516864,0.06,44.14,3.14,134.17,979.63,Bharati,2012,1,28,16,28
2012-01-28 17:45:00.645646336,-0.01,44.95,5.26,162.08,978.77,Bharati,2012,1,28,17,28
2012-01-28 18:54:00.774775296,-0.45,45.08,5.99,161.67,977.67,Bharati,2012,1,28,18,28
2012-01-28 20:03:00.903904768,-1.47,46.45,6.91,173.04,976.78,Bharati,2012,1,28,20,28
2012-01-28 21:12:01.033033728,-2.64,48.3,7.73,176.25,976.0,Bharati,2012,1,28,21,28
2012-01-28 22:21:01.162163200,-3.2,46.03,8.13,177.1,975.4,Bharati,2012,1,28,22,28
2012-01-28 23:30:01.291292160,-3.51,42.65,8.74,174.12,974.62,Bharati,2012,1,28,23,28
2012-01-29 00:39:01.420421632,-3.61,40.92,9.09,172.05,974.0,Bharati,2012,1,29,0,29
2012-01-29 01:48:01.549551104,-3.85,42.39,8.58,174.54,973.07,Bharati,2012,1,29,1,29
2012-01-29 02:57:01.678680064,-4.44,44.62,10.07,175.72,972.28,Bharati,2012,1,29,2,29
2012-01-29 04:06:01.807809024,-5.11,46.86,10.5,176.11,971.15,Bharati,2012,1,29,4,29
2012-01-29 05:15:01.936938496,-5.21,46.36,10.67,176.78,970.12,Bharati,2012,1,29,5,29
2012-01-29 06:24:02.066067456,-5.06,46.38,10.84,175.4,969.47,Bharati,2012,1,29,6,29
2012-01-29 07:33:02.195196928,-4.98,47.41,12.45,174.45,968.53,Bharati,2012,1,29,7,29
2012-01-29 08:42:02.324326400,-4.43,50.49,12.73,174.06,967.93,Bharati,2012,1,29,8,29
2012-01-29 09:51:02.453455360,-3.88,54.35,12.34,174.15,967.0,Bharati,2012,1,29,9,29
2012-01-29 11:00:02.582584832,-3.3,59.42,13.3,173.74,966.03,Bharati,2012,1,29,11,29
2012-01-29 12:09:02.711713792,-2.96,60.29,14.36,173.37,965.0,Bharati,2012,1,29,12,29
2012-01-29 13:18:02.840842752,-2.3,58.76,14.65,172.17,964.17,Bharati,2012,1,29,13,29
2012-01-29 14:27:02.969972224,-1.79,62.4,14.04,171.66,964.0,Bharati,2012,1,29,14,29
2012-01-29 15:36:03.099101696,-1.13,61.14,12.39,173.87,963.8,Bharati,2012,1,29,15,29
2012-01-29 16:45:03.228231168,0.52,47.68,11.53,170.17,963.0,Bharati,2012,1,29,16,29
2012-01-29 17:54:03.357360128,1.12,43.8,12.29,168.99,962.47,Bharati,2012,1,29,17,29
2012-01-29 19:03:03.486489088,1.12,43.46,12.74,169.97,962.23,Bharati,2012,1,29,19,29
2012-01-29 20:12:03.615618560,0.99,45.29,13.33,166.65,962.52,Bharati,2012,1,29,20,29
2012-01-29 21:21:03.744747520,0.63,49.65,12.43,168.6,962.87,Bharati,2012,1,29,21,29
2012-01-29 22:30:03.873876992,0.65,49.3,10.36,164.09,963.0,Bharati,2012,1,29,22,29
2012-01-29 23:39:04.003006464,0.23,50.33,8.41,155.93,963.42,Bharati,2012,1,29,23,29
2012-01-30 00:48:04.132135424,-0.21,54.02,8.78,155.27,964.0,Bharati,2012,1,30,0,30
2012-01-30 01:57:04.261264896,-0.58,55.87,8.24,151.6,964.52,Bharati,2012,1,30,1,30
2012-01-30 03:06:04.390393856,-0.68,54.91,7.3,151.84,965.0,Bharati,2012,1,30,3,30
2012-01-30 04:15:04.519522816,-0.82,55.59,7.0,158.68,965.17,Bharati,2012,1,30,4,30
2012-01-30 05:24:04.648652288,-0.94,56.27,7.09,162.16,966.0,Bharati,2012,1,30,5,30
2012-01-30 06:33:04.777781248,-1.11,56.36,6.98,161.47,966.95,Bharati,2012,1,30,6,30
2012-01-30 07:42:04.906910720,-1.26,55.9,7.09,152.99,967.78,Bharati,2012,1,30,7,30
2012-01-30 08:51:05.036040192,-1.24,54.92,7.3,153.65,968.62,Bharati,2012,1,30,8,30
2012-01-30 10:00:05.165169152,-1.44,57.38,9.34,160.11,969.1,Bharati,2012,1,30,10,30
2012-01-30 11:09:05.294298624,-1.41,60.34,8.38,158.53,970.18,Bharati,2012,1,30,11,30
2012-01-30 12:18:05.423427584,-1.15,58.59,7.01,155.36,971.25,Bharati,2012,1,30,12,30
2012-01-30 13:27:05.552557056,-0.99,58.36,6.54,155.7,972.1,Bharati,2012,1,30,13,30
2012-01-30 14:36:05.681686528,-0.76,57.77,6.08,157.17,973.07,Bharati,2012,1,30,14,30
2012-01-30 15:45:05.810815488,-0.79,58.59,7.67,157.74,974.0,Bharati,2012,1,30,15,30
2012-01-30 16:54:05.939944960,-0.67,62.65,6.91,161.13,975.0,Bharati,2012,1,30,16,30
2012-01-30 18:03:06.069073920,-0.28,59.63,5.46,158.78,975.78,Bharati,2012,1,30,18,30
2012-01-30 19:12:06.198202880,-0.15,59.45,4.24,158.07,976.45,Bharati,2012,1,30,19,30
2012-01-30 20:21:06.327332352,0.19,57.87,3.97,164.55,977.1,Bharati,2012,1,30,20,30
2012-01-30 21:30:06.456461312,0.46,59.3,3.42,173.07,978.0,Bharati,2012,1,30,21,30
2012-01-30 22:39:06.585590784,0.82,59.31,2.94,175.18,978.5,Bharati,2012,1,30,22,30
2012-01-30 23:48:06.714720256,1.21,52.82,2.53,152.8,979.02,Bharati,2012,1,30,23,30
2012-01-31 00:57:06.843849216,1.17,53.73,1.62,138.39,979.88,Bharati,2012,1,31,0,31
2012-01-31 02:06:06.972978688,0.87,58.53,1.63,168.62,980.38,Bharati,2012,1,31,2,31
2012-01-31 03:15:07.102107648,0.69,58.45,1.59,177.54,981.0,Bharati,2012,1,31,3,31
2012-01-31 04:24:07.231236608,0.41,60.17,1.16,185.34,981.13,Bharati,2012,1,31,4,31
2012-01-31 05:33:07.360366080,0.18,62.63,1.55,171.88,981.75,Bharati,2012,1,31,5,31
2012-01-31 06:42:07.489495552,-0.08,64.93,1.81,162.19,982.0,Bharati,2012,1,31,6,31
2012-01-31 07:51:07.618625024,-0.28,66.76,1.63,174.46,982.4,Bharati,2012,1,31,7,31
2012-01-31 09:00:07.747753984,-0.34,63.81,2.4,184.48,983.0,Bharati,2012,1,31,9,31
2012-01-31 10:09:07.876882944,-0.59,56.28,4.42,178.48,983.3,Bharati,2012,1,31,10,31
2012-01-31 11:18:08.006012416,-0.83,51.33,6.09,174.49,984.0,Bharati,2012,1,31,11,31
2012-01-31 12:27:08.135141376,-1.07,49.4,5.9,172.09,984.0,Bharati,2012,1,31,12,31
2012-01-31 13:36:08.264270848,-1.31,48.79,5.3,173.79,984.68,Bharati,2012,1,31,13,31
2012-01-31 14:45:08.393400320,-1.89,53.37,4.83,179.65,985.0,Bharati,2012,1,31,14,31
2012-01-31 15:54:08.522529280,-2.35,54.52,5.01,179.79,985.0,Bharati,2012,1,31,15,31
2012-01-31 17:03:08.651658752,-2.35,53.12,4.73,178.28,985.58,Bharati,2012,1,31,17,31
2012-01-31 18:12:08.780787712,-2.01,51.09,4.59,178.16,986.0,Bharati,2012,1,31,18,31
2012-01-31 19:21:08.909916672,-1.68,48.39,4.66,177.76,986.0,Bharati,2012,1,31,19,31
2012-01-31 20:30:09.039046144,-0.86,42.34,3.85,170.5,986.0,Bharati,2012,1,31,20,31
2012-01-31 21:39:09.168175616,-0.42,37.8,2.64,137.21,985.9,Bharati,2012,1,31,21,31
2012-01-31 22:48:09.297304576,-0.02,39.94,1.62,67.86,985.95,Bharati,2012,1,31,22,31
2012-01-31 23:57:09.426434048,0.38,36.94,1.88,218.57,985.7,Bharati,2012,1,31,23,31
2012-02-01 01:06:09.555563008,0.56,43.04,2.23,322.23,985.0,Bharati,2012,2,1,1,32
2012-02-01 02:15:09.684692480,0.52,42.43,3.14,322.76,985.0,Bharati,2012,2,1,2,32
2012-02-01 03:24:09.813821440,0.61,47.9,3.08,323.34,984.35,Bharati,2012,2,1,3,32
2012-02-01 04:33:09.942950912,0.63,53.26,3.39,328.08,984.0,Bharati,2012,2,1,4,32
2012-02-01 05:42:10.072080384,0.13,53.72,2.94,327.81,983.72,Bharati,2012,2,1,5,32
2012-02-01 06:51:10.201209344,-0.26,57.84,2.39,314.61,983.0,Bharati,2012,2,1,6,32
2012-02-01 08:00:10.330338816,-1.18,65.91,2.07,307.8,982.12,Bharati,2012,2,1,8,32
2012-02-01 09:09:10.459467776,-1.9,61.25,1.9,188.82,982.0,Bharati,2012,2,1,9,32
2012-02-01 10:18:10.588596736,-2.79,55.7,2.87,179.19,981.45,Bharati,2012,2,1,10,32
2012-02-01 11:27:10.717726208,-3.8,51.77,4.32,182.98,980.7,Bharati,2012,2,1,11,32
2012-02-01 12:36:10.846855168,-4.75,48.95,6.12,181.88,979.62,Bharati,2012,2,1,12,32
2012-02-01 13:45:10.975984640,-5.24,45.93,6.85,180.24,978.78,Bharati,2012,2,1,13,32
2012-02-01 14:54:11.105114112,-5.52,45.53,6.52,181.41,978.0,Bharati,2012,2,1,14,32
2012-02-01 16:03:11.234243072,-5.7,45.59,7.27,179.41,976.9,Bharati,2012,2,1,16,32
2012-02-01 17:12:11.363372544,-6.39,47.05,8.41,179.11,975.52,Bharati,2012,2,1,17,32
2012-02-01 18:21:11.492501504,-5.38,39.71,7.21,177.79,974.98,Bharati,2012,2,1,18,32
2012-02-01 19:30:11.621630464,-4.97,38.94,7.83,176.71,974.05,Bharati,2012,2,1,19,32
2012-02-01 20:39:11.750760448,-4.68,42.4,8.23,177.45,973.25,Bharati,2012,2,1,20,32
2012-02-01 21:48:11.879889408,-3.47,35.71,6.6,168.67,972.48,Bharati,2012,2,1,21,32
2012-02-01 22:57:12.009018880,-2.85,36.67,5.87,166.92,971.93,Bharati,2012,2,1,22,32
2012-02-02 00:06:12.138147840,-2.36,32.71,3.88,160.2,971.0,Bharati,2012,2,2,0,33
2012-02-02 01:15:12.267276800,-2.0,31.66,1.88,91.7,970.82,Bharati,2012,2,2,1,33
2012-02-02 02:24:12.396406272,-1.25,32.52,2.39,170.77,970.0,Bharati,2012,2,2,2,33
2012-02-02 03:33:12.525535232,-1.22,34.56,4.13,323.17,970.0,Bharati,2012,2,2,3,33
2012-02-02 04:42:12.654664704,-1.4,37.66,5.01,319.37,970.0,Bharati,2012,2,2,4,33
2012-02-02 05:51:12.783794176,-1.39,44.49,5.17,323.25,970.07,Bharati,2012,2,2,5,33
2012-02-02 07:00:12.912923136,-1.48,45.27,4.7,320.05,971.0,Bharati,2012,2,2,7,33
2012-02-02 08:09:13.042052608,-1.62,47.98,3.82,322.73,971.0,Bharati,2012,2,2,8,33
2012-02-02 09:18:13.171181568,-1.9,50.38,3.12,322.32,971.7,Bharati,2012,2,2,9,33
2012-02-02 10:27:13.300310528,-2.24,51.45,1.99,317.34,972.0,Bharati,2012,2,2,10,33
2012-02-02 11:36:13.429440000,-2.48,52.1,0.98,250.38,972.47,Bharati,2012,2,2,11,33
2012-02-02 12:45:13.558569472,-3.62,57.99,1.61,162.75,973.0,Bharati,2012,2,2,12,33
2012-02-02 13:54:13.687698432,-4.19,55.22,2.58,181.73,973.42,Bharati,2012,2,2,13,33
2012-02-02 15:03:13.816827904,-4.68,54.67,3.51,178.6,974.0,Bharati,2012,2,2,15,33
2012-02-02 16:12:13.945956864,-5.3,57.26,4.64,181.46,974.4,Bharati,2012,2,2,16,33
2012-02-02 17:21:14.075086336,-5.07,63.72,4.52,178.75,975.0,Bharati,2012,2,2,17,33
2012-02-02 18:30:14.204215296,-4.12,63.63,5.23,158.66,975.25,Bharati,2012,2,2,18,33
2012-02-02 19:39:14.333344768,-3.91,65.63,5.25,158.34,976.0,Bharati,2012,2,2,19,33
2012-02-02 20:48:14.462474240,-3.78,62.76,5.82,155.18,976.28,Bharati,2012,2,2,20,33
2012-02-02 21:57:14.591603200,-3.8,63.05,6.15,157.13,977.0,Bharati,2012,2,2,21,33
2012-02-02 23:06:14.720732672,-3.74,63.82,6.5,157.33,977.0,Bharati,2012,2,2,23,33
2012-02-03 00:15:14.849861632,-3.88,59.62,7.5,159.45,977.65,Bharati,2012,2,3,0,34
2012-02-03 01:24:14.978990592,-3.68,58.99,8.35,162.81,978.0,Bharati,2012,2,3,1,34
2012-02-03 02:33:15.108120064,-3.29,59.26,8.42,162.72,978.18,Bharati,2012,2,3,2,34
2012-02-03 03:42:15.237249536,-2.96,65.75,7.58,160.89,979.0,Bharati,2012,2,3,3,34
2012-02-03 04:51:15.366378496,-2.1,63.53,5.78,132.84,979.52,Bharati,2012,2,3,4,34
2012-02-03 06:00:15.495507968,-1.52,59.94,5.73,134.53,980.0,Bharati,2012,2,3,6,34
2012-02-03 07:09:15.624636928,-1.0,59.29,5.57,141.18,980.6,Bharati,2012,2,3,7,34
2012-02-03 08:18:15.753766400,-0.67,62.25,5.73,138.8,981.0,Bharati,2012,2,3,8,34
2012-02-03 09:27:15.882895360,-0.52,63.87,6.18,140.48,981.38,Bharati,2012,2,3,9,34
2012-02-03 10:36:16.012024320,-0.49,63.36,6.08,139.87,981.83,Bharati,2012,2,3,10,34
2012-02-03 11:45:16.141154304,-0.7,65.73,5.93,146.23,982.0,Bharati,2012,2,3,11,34
2012-02-03 12:54:16.270283264,-1.03,68.7,5.79,147.09,982.0,Bharati,2012,2,3,12,34
2012-02-03 14:03:16.399412736,-1.25,72.6,5.37,146.87,982.0,Bharati,2012,2,3,14,34
2012-02-03 15:12:16.528541696,-1.67,75.98,5.38,155.35,982.0,Bharati,2012,2,3,15,34
2012-02-03 16:21:16.657670656,-1.98,78.03,5.45,155.17,982.0,Bharati,2012,2,3,16,34
2012-02-03 17:30:16.786800128,-1.97,77.93,5.86,154.79,981.03,Bharati,2012,2,3,17,34
2012-02-03 18:39:16.915929088,-3.02,56.57,8.89,169.26,979.63,Bharati,2012,2,3,18,34
2012-02-03 19:48:17.045058560,-3.52,50.81,8.25,167.87,978.63,Bharati,2012,2,3,19,34
2012-02-03 20:57:17.174188032,-3.44,45.97,8.68,165.19,978.0,Bharati,2012,2,3,20,34
2012-02-03 22:06:17.303316992,-3.12,47.26,9.5,161.54,976.67,Bharati,2012,2,3,22,34
2012-02-03 23:15:17.432446464,-3.18,46.61,7.94,170.88,975.5,Bharati,2012,2,3,23,34
2012-02-04 00:24:17.561575424,-2.58,43.09,8.8,161.49,974.63,Bharati,2012,2,4,0,35
2012-02-04 01:33:17.690704384,-2.78,55.93,8.88,154.32,974.0,Bharati,2012,2,4,1,35
2012-02-04 02:42:17.819833856,-4.4,86.27,10.16,163.44,972.95,Bharati,2012,2,4,2,35
2012-02-04 03:51:17.948963328,-3.73,90.38,13.08,163.97,971.48,Bharati,2012,2,4,3,35
2012-02-04 05:00:18.078092288,-3.31,90.3,14.31,166.95,970.05,Bharati,2012,2,4,5,35
2012-02-04 06:09:18.207221760,-3.31,91.77,15.13,164.03,968.98,Bharati,2012,2,4,6,35
2012-02-04 07:18:18.336350720,-3.05,88.05,16.53,163.09,968.0,Bharati,2012,2,4,7,35
2012-02-04 08:27:18.465480192,-3.04,91.94,16.93,160.68,967.43,Bharati,2012,2,4,8,35
2012-02-04 09:36:18.594609152,-2.79,93.36,15.9,160.95,967.0,Bharati,2012,2,4,9,35
2012-02-04 10:45:18.723738624,-2.56,93.48,14.01,158.59,967.0,Bharati,2012,2,4,10,35
2012-02-04 11:54:18.852868096,-2.18,93.19,11.96,152.69,967.0,Bharati,2012,2,4,11,35
2012-02-04 13:03:18.981997056,-2.12,92.7,13.04,154.8,967.0,Bharati,2012,2,4,13,35
2012-02-04 14:12:19.111126528,-2.19,92.61,12.55,150.69,967.0,Bharati,2012,2,4,14,35
2012-02-04 15:21:19.240255488,-1.8,86.26,12.91,151.58,967.65,Bharati,2012,2,4,15,35
2012-02-04 16:30:19.369384448,-2.2,93.38,13.64,156.12,968.0,Bharati,2012,2,4,16,35
2012-02-04 17:39:19.498513920,-2.26,94.9,13.05,157.07,968.0,Bharati,2012,2,4,17,35
2012-02-04 18:48:19.627643392,-2.19,95.07,13.04,156.02,968.0,Bharati,2012,2,4,18,35
2012-02-04 19:57:19.756772352,-2.29,94.63,13.7,156.6,968.67,Bharati,2012,2,4,19,35
2012-02-04 21:06:19.885901824,-2.33,93.76,14.09,156.19,969.0,Bharati,2012,2,4,21,35
2012-02-04 22:15:20.015030784,-2.36,93.62,14.18,156.91,969.15,Bharati,2012,2,4,22,35
2012-02-04 23:24:20.144160256,-2.4,92.64,13.77,157.49,970.0,Bharati,2012,2,4,23,35
2012-02-05 00:33:20.273289216,-2.56,93.94,13.66,157.59,970.32,Bharati,2012,2,5,0,36
2012-02-05 01:42:20.402418176,-2.6,94.27,13.95,158.41,971.0,Bharati,2012,2,5,1,36
2012-02-05 02:51:20.531548160,-2.43,92.61,13.27,159.02,971.4,Bharati,2012,2,5,2,36
2012-02-05 04:00:20.660677120,-2.25,92.43,13.66,156.97,972.0,Bharati,2012,2,5,4,36
2012-02-05 05:09:20.789806592,-2.24,90.79,13.69,158.39,972.63,Bharati,2012,2,5,5,36
2012-02-05 06:18:20.918935552,-2.03,92.52,12.72,155.78,973.48,Bharati,2012,2,5,6,36
2012-02-05 07:27:21.048064512,-1.87,92.97,12.79,157.26,974.35,Bharati,2012,2,5,7,36
2012-02-05 08:36:21.177193984,-1.76,93.88,12.42,154.63,975.35,Bharati,2012,2,5,8,36
2012-02-05 09:45:21.306322944,-1.7,92.89,12.68,154.67,976.43,Bharati,2012,2,5,9,36
2012-02-05 10:54:21.435452416,-1.53,92.77,11.67,157.42,977.62,Bharati,2012,2,5,10,36
2012-02-05 12:03:21.564581888,-1.43,93.72,10.48,152.8,978.67,Bharati,2012,2,5,12,36
2012-02-05 13:12:21.693710848,-1.16,92.42,9.61,151.97,979.58,Bharati,2012,2,5,13,36
2012-02-05 14:21:21.822840320,-0.53,83.2,10.41,158.03,980.0,Bharati,2012,2,5,14,36
2012-02-05 15:30:21.951969280,0.51,69.95,9.67,155.47,980.68,Bharati,2012,2,5,15,36
2012-02-05 16:39:22.081098240,0.68,68.37,9.29,155.66,981.0,Bharati,2012,2,5,16,36
2012-02-05 17:48:22.210228224,-0.44,84.94,8.89,156.74,981.5,Bharati,2012,2,5,17,36
2012-02-05 18:57:22.339357184,0.15,74.5,7.48,156.3,982.0,Bharati,2012,2,5,18,36
2012-02-05 20:06:22.468486144,0.52,64.99,7.98,159.19,982.0,Bharati,2012,2,5,20,36
2012-02-05 21:15:22.597615616,0.31,63.32,8.27,157.89,982.0,Bharati,2012,2,5,21,36
2012-02-05 22:24:22.726744576,-0.03,62.33,8.77,160.52,982.0,Bharati,2012,2,5,22,36
2012-02-05 23:33:22.855874048,-0.15,60.37,10.42,160.91,982.0,Bharati,2012,2,5,23,36
2012-02-06 00:42:22.985003008,-0.06,55.95,11.35,163.15,982.0,Bharati,2012,2,6,0,37
2012-02-06 01:51:23.114132480,-0.47,59.86,10.46,164.04,982.18,Bharati,2012,2,6,1,37
2012-02-06 03:00:23.243261952,-1.02,65.9,11.17,166.97,982.6,Bharati,2012,2,6,3,37
2012-02-06 04:09:23.372390912,-1.34,68.22,12.37,170.38,982.98,Bharati,2012,2,6,4,37
2012-02-06 05:18:23.501520384,-1.47,69.53,11.62,170.21,983.0,Bharati,2012,2,6,5,37
2012-02-06 06:27:23.630649344,-2.03,75.45,12.69,170.32,983.0,Bharati,2012,2,6,6,37
2012-02-06 07:36:23.759778304,-1.99,71.82,13.06,172.19,983.0,Bharati,2012,2,6,7,37
2012-02-06 08:45:23.888907776,-1.9,68.35,11.81,172.73,983.0,Bharati,2012,2,6,8,37
2012-02-06 09:54:24.018037248,-1.67,60.68,11.79,175.69,982.93,Bharati,2012,2,6,9,37
2012-02-06 11:03:24.147166208,-1.38,53.96,9.71,172.57,982.33,Bharati,2012,2,6,11,37
2012-02-06 12:12:24.276295680,-1.21,52.22,8.59,173.97,982.0,Bharati,2012,2,6,12,37
2012-02-06 13:21:24.405424640,-0.83,51.84,4.91,152.62,982.0,Bharati,2012,2,6,13,37
2012-02-06 14:30:24.534554112,-0.15,49.7,4.45,149.44,982.0,Bharati,2012,2,6,14,37
2012-02-06 15:39:24.663683072,0.33,48.0,3.52,157.14,981.15,Bharati,2012,2,6,15,37
2012-02-06 16:48:24.792812032,0.65,47.99,4.61,158.86,981.0,Bharati,2012,2,6,16,37
2012-02-06 17:57:24.921942016,0.92,46.79,4.87,161.2,980.53,Bharati,2012,2,6,17,37
2012-02-06 19:06:25.051070976,1.09,48.68,4.6,155.08,980.05,Bharati,2012,2,6,19,37
2012-02-06 20:15:25.180200448,1.1,47.36,4.74,156.97,980.02,Bharati,2012,2,6,20,37
2012-02-06 21:24:25.309329408,0.84,50.21,4.34,162.21,980.0,Bharati,2012,2,6,21,37
2012-02-06 22:33:25.438458368,0.78,48.68,4.55,168.27,980.0,Bharati,2012,2,6,22,37
2012-02-06 23:42:25.567587840,0.6,48.6,4.32,167.39,980.0,Bharati,2012,2,6,23,37
2012-02-07 00:51:25.696717312,0.35,49.98,4.3,166.6,980.0,Bharati,2012,2,7,0,38
2012-02-07 02:00:25.825846272,-0.02,48.98,4.89,176.4,980.0,Bharati,2012,2,7,2,38
2012-02-07 03:09:25.954975744,-0.14,45.73,6.34,171.39,980.0,Bharati,2012,2,7,3,38
2012-02-07 04:18:26.084104704,-1.3,52.39,7.34,177.28,980.0,Bharati,2012,2,7,4,38
2012-02-07 05:27:26.213234176,-1.64,49.78,8.67,174.6,980.48,Bharati,2012,2,7,5,38
2012-02-07 06:36:26.342363136,-2.81,58.17,8.4,177.12,981.0,Bharati,2012,2,7,6,38
2012-02-07 07:45:26.471492096,-3.12,58.53,8.34,178.93,981.0,Bharati,2012,2,7,7,38
2012-02-07 08:54:26.600622080,-2.48,51.5,8.04,175.37,981.53,Bharati,2012,2,7,8,38
2012-02-07 10:03:26.729751040,-3.83,56.65,9.18,177.49,982.0,Bharati,2012,2,7,10,38
2012-02-07 11:12:26.858880000,-4.63,56.74,9.86,176.69,982.0,Bharati,2012,2,7,11,38
2012-02-07 12:21:26.988009472,-4.74,56.55,9.3,178.19,982.05,Bharati,2012,2,7,12,38
2012-02-07 13:30:27.117138432,-4.59,54.55,9.89,176.33,982.97,Bharati,2012,2,7,13,38
2012-02-07 14:39:27.246267904,-4.29,52.87,10.12,178.13,983.0,Bharati,2012,2,7,14,38
2012-02-07 15:48:27.375396864,-3.0,48.36,8.26,175.88,983.0,Bharati,2012,2,7,15,38
2012-02-07 16:57:27.504526336,-1.65,44.25,7.07,170.81,983.0,Bharati,2012,2,7,16,38
2012-02-07 18:06:27.633655808,-1.27,44.07,7.57,165.63,983.0,Bharati,2012,2,7,18,38
2012-02-07 19:15:27.762784768,-0.79,44.84,6.99,159.04,983.05,Bharati,2012,2,7,19,38
2012-02-07 20:24:27.891914240,-0.41,46.89,6.73,158.72,983.98,Bharati,2012,2,7,20,38
2012-02-07 21:33:28.021043200,-0.09,45.84,5.09,156.41,984.0,Bharati,2012,2,7,21,38
2012-02-07 22:42:28.150172160,-0.03,49.07,4.18,142.19,984.0,Bharati,2012,2,7,22,38
2012-02-07 23:51:28.279302144,-0.13,51.63,2.84,138.29,984.0,Bharati,2012,2,7,23,38
2012-02-08 01:00:28.408431104,0.17,48.48,3.01,155.48,984.57,Bharati,2012,2,8,1,39
2012-02-08 02:09:28.537560064,0.0,53.61,1.95,124.56,985.0,Bharati,2012,2,8,2,39
2012-02-08 03:18:28.666689536,0.06,55.62,2.88,173.82,985.0,Bharati,2012,2,8,3,39
2012-02-08 04:27:28.795818496,-0.82,49.83,5.2,170.83,985.0,Bharati,2012,2,8,4,39
2012-02-08 05:36:28.924947968,-2.92,53.89,6.41,179.33,985.0,Bharati,2012,2,8,5,39
2012-02-08 06:45:29.054076928,-4.02,54.23,8.49,179.51,985.0,Bharati,2012,2,8,6,39
2012-02-08 07:54:29.183206400,-4.15,53.01,8.48,178.57,985.0,Bharati,2012,2,8,7,39
2012-02-08 09:03:29.312335872,-4.36,53.48,8.83,178.06,985.0,Bharati,2012,2,8,9,39
2012-02-08 10:12:29.441464832,-5.43,59.43,10.02,177.85,985.0,Bharati,2012,2,8,10,39
2012-02-08 11:21:29.570594304,-5.5,57.69,10.31,177.9,985.33,Bharati,2012,2,8,11,39
2012-02-08 12:30:29.699723264,-5.25,56.27,10.2,178.09,985.73,Bharati,2012,2,8,12,39
2012-02-08 13:39:29.828852224,-5.4,58.57,10.24,177.48,985.37,Bharati,2012,2,8,13,39
2012-02-08 14:48:29.957981696,-5.67,58.0,12.21,174.69,985.08,Bharati,2012,2,8,14,39
2012-02-08 15:57:30.087111168,-5.48,59.07,11.83,174.78,985.0,Bharati,2012,2,8,15,39
2012-02-08 17:06:30.216240128,-4.7,57.75,11.17,176.28,985.05,Bharati,2012,2,8,17,39
2012-02-08 18:15:30.345369600,-3.92,55.8,11.06,175.82,985.95,Bharati,2012,2,8,18,39
2012-02-08 19:24:30.474498560,-2.51,50.48,10.77,174.11,986.0,Bharati,2012,2,8,19,39
2012-02-08 20:33:30.603628032,-1.22,52.64,10.36,168.43,986.0,Bharati,2012,2,8,20,39
2012-02-08 21:42:30.732756992,-1.33,62.94,10.98,170.22,986.0,Bharati,2012,2,8,21,39
2012-02-08 22:51:30.861885952,-0.38,60.31,9.77,167.23,986.03,Bharati,2012,2,8,22,39
2012-02-09 00:00:30.991015936,0.61,50.5,9.68,163.17,986.25,Bharati,2012,2,9,0,40
2012-02-09 01:09:31.120144896,1.11,46.85,9.93,157.63,986.98,Bharati,2012,2,9,1,40
2012-02-09 02:18:31.249273856,0.48,60.97,7.17,143.6,987.45,Bharati,2012,2,9,2,40
2012-02-09 03:27:31.378403328,-1.01,79.44,8.81,159.7,988.0,Bharati,2012,2,9,3,40
2012-02-09 04:36:31.507532288,-1.75,84.25,8.98,161.0,988.05,Bharati,2012,2,9,4,40
2012-02-09 05:45:31.636661760,-0.43,71.11,5.97,142.66,988.92,Bharati,2012,2,9,5,40
2012-02-09 06:54:31.765791232,-0.46,66.67,4.32,152.15,989.1,Bharati,2012,2,9,6,40
2012-02-09 08:03:31.894920192,-0.69,53.24,7.09,160.43,989.32,Bharati,2012,2,9,8,40
2012-02-09 09:12:32.024049664,-1.29,53.46,6.87,170.24,989.95,Bharati,2012,2,9,9,40
2012-02-09 10:21:32.153178624,-2.02,52.84,7.64,175.68,989.92,Bharati,2012,2,9,10,40
2012-02-09 11:30:32.282308096,-3.81,54.39,8.58,177.46,990.0,Bharati,2012,2,9,11,40
2012-02-09 12:39:32.411437056,-5.26,55.44,10.7,175.81,990.0,Bharati,2012,2,9,12,40
2012-02-09 13:48:32.540566016,-5.81,56.03,11.0,174.77,990.0,Bharati,2012,2,9,13,40
2012-02-09 14:57:32.669696000,-6.25,55.8,11.1,172.44,990.0,Bharati,2012,2,9,14,40
2012-02-09 16:06:32.798824960,-6.98,56.07,11.08,176.06,990.0,Bharati,2012,2,9,16,40
2012-02-09 17:15:32.927953920,-7.62,58.32,10.28,181.17,990.0,Bharati,2012,2,9,17,40
2012-02-09 18:24:33.057083392,-8.24,59.96,10.37,186.55,990.0,Bharati,2012,2,9,18,40
2012-02-09 19:33:33.186212352,-8.02,58.87,11.18,188.37,990.0,Bharati,2012,2,9,19,40
2012-02-09 20:42:33.315341824,-7.61,57.29,10.24,184.07,990.0,Bharati,2012,2,9,20,40
